0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,emotion
0.010605905,0.021127665,0.0058349245,-0.00441295,0.024406563,0.01608038,-0.023786211,-0.0044368594,0.016130183,0.014610441,-0.017489862,0.0071757096,-0.008822185,0.02049923,-0.017453447,0.0018247172,0.0013979985,-0.0021127316,-9.0729984e-05,-0.0032220006,-0.00018879535,0.011392374,0.0096060345,-0.006352845,-0.011322684,-0.008783765,0.014205251,-0.0069672037,-0.0067425705,0.013354445,-0.009487271,0.005411875,-0.0077548698,-0.019929888,-0.027344186,-0.00023938672,-0.0049290443,-0.013075417,0.0011824368,-0.0047103353,-0.008916569,0.029759025,0.004182153,0.019054424,0.020975858,-0.015805956,0.02398229,0.0039968444,-0.006295805,0.013298747,-0.022551658,0.0084580965,-0.012107276,0.009291995,-0.01263124,-0.007039386,-0.015166039,0.0102194585,0.010926573,0.015605505,-0.0026882782,0.01393504,0.024974791,0.026903836,-0.004897395,-0.00068289175,-0.015141108,0.0043715737,-0.007591367,0.001993369,-0.0143318465,0.01963483,0.0062223133,-0.00822928,-0.012583148,0.0007156334,0.025765,0.013325145,0.021509074,-0.010666865,0.006267851,0.0080237845,0.015243364,-0.010624058,0.0048417617,-6.5696026e-05,0.007902549,0.0067301304,-0.019951735,-0.014315627,0.016929869,0.0014881272,0.03686737,-0.01899516,-0.006811676,-0.018235512,-0.013875304,0.007052129,-0.0048648473,-0.015064796,2
0.027631726,0.060236763,0.025145676,-0.0059285527,0.05906968,0.035172716,-0.048478585,-0.014037402,0.028057063,0.026486127,-0.052298076,0.028553393,-0.016528726,0.045253444,-0.043343395,-0.0001774052,0.009599595,-0.009979733,0.00023606351,-0.00708069,-0.0008648734,0.024372729,0.021875566,-0.028750386,-0.033390034,-0.024152376,0.038338564,-0.01609296,-0.013798951,0.033178207,-0.026828863,0.011462571,-0.019440014,-0.051976647,-0.05364793,0.007162395,-0.006078191,-0.014342536,0.004509673,-0.007653469,-0.010399514,0.06794842,0.016989771,0.043997534,0.030826604,-0.039956093,0.057501983,-0.0053018006,-0.032008022,0.022459675,-0.028763762,0.030282697,-0.033630494,0.019920172,-0.03352206,-0.009030753,-0.019194625,0.02742141,0.015183461,0.030323826,-0.020929847,0.043354448,0.047474626,0.052783538,-0.014309403,-0.015727652,-0.03746858,0.0065958677,-0.018216025,0.007628593,-0.03812932,0.04134235,0.019446775,-0.025781399,-0.026921006,-0.01141783,0.062290404,0.027586982,0.038503315,-0.03351318,0.010578435,0.017084643,0.033177614,-0.02899224,0.01150957,0.0030630399,0.014231203,0.02255763,-0.041130338,-0.011520986,0.029353328,-0.0071552615,0.096476495,-0.03708745,-0.02194217,-0.03557425,-0.030899573,0.0130459955,-0.019311931,-0.026422447,2
0.0198863,0.02164584,0.0046701496,-0.010240491,0.025475835,0.02184391,-0.04428851,-0.006098663,0.021104869,0.017646108,-0.014333552,0.010369355,-0.014897977,0.031454496,-0.017775655,-0.0014002284,0.0084207505,-0.008236285,0.0033811396,-0.00809079,-0.005092865,0.013626383,0.013247447,-0.010114227,-0.006244005,-0.0011886441,0.020421,-0.003085794,-0.013327235,0.008210787,-0.013246705,0.0014466882,-0.00890237,-0.031601876,-0.024076663,0.0008407083,-0.0046080123,-0.016364237,-0.0033864188,0.014892825,-0.019506602,0.03809043,0.010201557,0.030808011,0.025004506,-0.021219177,0.019728644,0.00014733407,-0.0022551517,0.007248294,-0.03317861,0.017130814,-0.022508534,0.007947852,-0.01442915,-0.015979247,-0.011151994,0.01099887,0.01197727,0.014463311,-0.005641132,0.008693526,0.024410443,0.040325575,0.0038805378,0.002246931,-0.022395346,0.0063755317,-0.015190334,0.014041795,-0.024198098,0.029528417,0.0147395935,-0.009117939,-0.011791535,0.0027480985,0.024591211,0.003075295,0.028169535,-0.016740441,0.02141958,0.017598204,0.017537512,-0.005946318,0.0051449244,-0.0011952117,-3.727651e-05,0.001656412,-0.016187524,-0.02140742,0.022139845,-0.0024599147,0.04508468,-0.023486318,-0.01092672,-0.01709906,-0.013428962,0.013759557,-0.008023561,-0.015613573,2
0.022589497,0.04993586,0.019543681,-0.0059150937,0.050418723,0.030125456,-0.044346508,-0.011958835,0.024656221,0.024058681,-0.04531542,0.023188926,-0.014234929,0.039704707,-0.037086003,-0.0007924559,0.008311696,-0.007605718,-0.0007227757,-0.0072924085,-0.00076705724,0.022319304,0.020410806,-0.02131322,-0.029907508,-0.021915812,0.031277407,-0.012760157,-0.0121179065,0.02896295,-0.022606403,0.008921781,-0.015527034,-0.04478378,-0.04916854,0.0034646902,-0.0076412535,-0.016779793,0.0030213178,-0.006563688,-0.011364927,0.060609303,0.014102189,0.038382187,0.031396884,-0.034005594,0.048731737,-0.003042599,-0.025247531,0.021566045,-0.028433299,0.024604265,-0.028991194,0.018113287,-0.029732823,-0.008889549,-0.019156622,0.023085983,0.014783785,0.026555883,-0.015189923,0.036073525,0.04326697,0.048246644,-0.011767842,-0.01197198,-0.03217573,0.0059905546,-0.015863158,0.0064033805,-0.03201548,0.03652971,0.0155319935,-0.0216913,-0.024193708,-0.007462073,0.053130064,0.025797551,0.035430588,-0.026853848,0.009160972,0.01568122,0.030561274,-0.024301652,0.008981584,0.002323301,0.011265191,0.017487215,-0.037394322,-0.013478758,0.026329402,-0.0032085418,0.08151173,-0.034404587,-0.01700154,-0.03177699,-0.029318765,0.011337282,-0.015248537,-0.025734268,2
0.00821143,0.03867819,0.016342852,0.0007195978,0.04097366,0.01878742,-0.016292414,-0.0069368263,0.019150296,0.017186055,-0.036888927,0.012320856,-0.006342534,0.024572792,-0.029541451,0.0037164984,-0.001220458,-0.00049911614,-0.004187305,-0.001549995,0.0057413494,0.01630226,0.01464228,-0.0144145265,-0.027941251,-0.023702625,0.01974968,-0.01629806,-0.005144998,0.030424051,-0.015024152,0.011474026,-0.01018947,-0.023692468,-0.04793762,0.0022793375,-0.006142731,-0.013452306,0.0076904204,-0.025127968,-0.00085317943,0.041241653,0.00577229,0.022946153,0.02413918,-0.021637686,0.044880215,0.004028816,-0.023609024,0.026235707,-0.016395299,0.0089180805,-0.013125392,0.016406473,-0.020890024,-0.00028582505,-0.02188036,0.01769562,0.01347889,0.02479018,-0.007138488,0.033995494,0.03870153,0.025996944,-0.017907917,-0.010281576,-0.019124113,0.0035184843,-0.006293188,-0.0068970565,-0.017246038,0.022070609,0.0042890017,-0.0150571475,-0.021195129,-0.0062789205,0.045229945,0.031587522,0.02366674,-0.017278248,-0.0076187253,0.0030510835,0.02374752,-0.026048316,0.007009188,0.0016695193,0.019379158,0.02051891,-0.034130387,-0.00891198,0.017428217,0.0022595294,0.058472015,-0.024815591,-0.010118324,-0.028681718,-0.022955194,0.0036947154,-0.008059257,-0.023529815,2
-0.005460536,0.029161341,0.031164363,0.01915392,0.019234566,-0.007525327,0.044834413,-0.008549399,-0.028657459,-0.01304683,-0.04028766,0.026082078,0.018884266,-0.019711696,-0.010386916,-0.0031209316,-0.0020902685,0.0010462161,-0.0057845996,0.0050024516,0.0056036715,-0.008078095,-0.006815525,-0.030541847,-0.032163806,-0.028165178,0.0019616818,-0.013486279,0.014318471,0.022838183,-0.00910638,0.006968813,-0.0036669658,0.0045832554,0.0011784044,0.013974789,0.008843293,0.036362,0.01113886,-0.035208564,0.04080379,-0.006049741,0.0067701424,-0.017219484,-0.039271288,-0.002247436,0.026353113,-0.020140931,-0.050224878,0.0019780102,0.06674182,0.0070802015,0.0034338802,0.003600005,-0.0125969155,0.029936826,0.022464544,0.010201846,-0.01650976,-0.005404464,-0.026975062,0.038841452,-0.012347245,-0.03714083,-0.0281553,-0.039941613,0.0050223595,-0.006750112,0.010772484,-0.021768421,0.0028358689,-0.023467246,-0.0044397237,-0.020691933,-0.0031928131,-0.028427571,0.022214752,0.018509459,-0.02813769,-0.013593083,-0.037339073,-0.019873137,-0.0038213455,-0.02401685,0.005923238,0.008209018,0.011551046,0.029810425,-0.0038778111,0.05568255,-0.022878347,-0.017166492,0.023424959,0.015561418,-0.0099709155,0.0028739825,-0.00765041,-0.01701343,-0.013304902,0.013296855,1
0.033813335,0.03865363,0.019300964,-0.010723948,0.038891587,0.031185254,-0.057914197,-0.012122932,0.020120993,0.019236472,-0.030022766,0.025537424,-0.017370488,0.041929238,-0.027931023,-0.0062561394,0.019629406,-0.015710352,0.0047392217,-0.01195529,-0.011172753,0.01534842,0.017512213,-0.026712367,-0.014127138,-0.005894284,0.033059433,-0.003236886,-0.017487613,0.011769561,-0.024177162,0.0013184617,-0.0138264345,-0.0507318,-0.024625659,0.009295709,-0.0009925422,-0.009810519,-0.0049607456,0.02511794,-0.018730916,0.053790074,0.021116978,0.04110024,0.018785765,-0.035084024,0.028813789,-0.013841894,-0.01744176,-0.00018602677,-0.02500754,0.03525807,-0.037327107,0.008567184,-0.026481213,-0.016968329,0.00022934565,0.019954275,0.008403712,0.013403372,-0.022861155,0.021307966,0.022524087,0.04961326,0.0029887047,-0.011512072,-0.034778908,0.006868278,-0.02193211,0.022924993,-0.037630547,0.03745982,0.023501813,-0.021400677,-0.0143022565,-0.0056710243,0.037953574,0.00028435257,0.030889736,-0.029775072,0.026837368,0.023196619,0.023258228,-0.010338093,0.0075744544,0.0015112412,-0.0062065567,0.005610225,-0.018288337,-0.0083865,0.0236445,-0.0115650045,0.07152585,-0.026718093,-0.02008616,-0.018430984,-0.019337283,0.018056149,-0.017872116,-0.012415625,2
0.03366784,0.044687588,0.02717206,-0.005199079,0.03972857,0.028479788,-0.04564867,-0.014251469,0.007367462,0.012430463,-0.037582777,0.03658506,-0.010148489,0.034932468,-0.026235344,-0.009034046,0.022773901,-0.019030606,0.0043634134,-0.01115905,-0.011443829,0.010150811,0.014256105,-0.037222713,-0.019876007,-0.01060953,0.034461197,-0.004674221,-0.013968715,0.014820895,-0.027636958,-0.001011404,-0.01459137,-0.050846484,-0.013448111,0.014041241,0.0028636905,0.0057489113,-0.0046845386,0.022615088,-0.006218572,0.047613293,0.024994332,0.034923952,0.0009442983,-0.03569629,0.03118757,-0.025606511,-0.033249408,-0.006371685,0.000745146,0.040029645,-0.03882906,0.0071504097,-0.028133228,-0.008165765,0.014289218,0.021405553,-0.0013012566,0.006929002,-0.03336178,0.03016519,0.009627645,0.037020173,-0.0012913478,-0.023825593,-0.033237852,0.004936419,-0.020969633,0.02149492,-0.038136747,0.028838525,0.023023373,-0.027376844,-0.013525298,-0.014167768,0.039363757,-0.0026593248,0.018476892,-0.034309473,0.019793542,0.020483771,0.018769577,-0.014210029,0.006540789,0.004637014,-0.0075372984,0.013343821,-0.014904266,0.012904998,0.015319143,-0.021924088,0.07552078,-0.017963678,-0.024293981,-0.011512677,-0.018232556,0.013345811,-0.023724407,-0.0026895753,2
0.049597982,0.055100188,0.033756796,-0.010115976,0.049835958,0.040340103,-0.073238485,-0.018191535,0.013117225,0.018784188,-0.04294096,0.048898533,-0.017565118,0.05091603,-0.03405596,-0.014038214,0.033894118,-0.027345104,0.008308947,-0.01662408,-0.019756211,0.014983251,0.019934699,-0.04820708,-0.018960165,-0.007913109,0.04664952,-0.0016067652,-0.022833299,0.012969636,-0.03645175,-0.0033509324,-0.019993389,-0.07194683,-0.013365906,0.017410355,0.0028834604,0.0034829655,-0.009432078,0.044669192,-0.017403567,0.06527653,0.03528649,0.05021937,0.0042923004,-0.047569238,0.03471887,-0.033619776,-0.036805242,-0.014144416,-0.008788912,0.057424407,-0.05538589,0.006865612,-0.036571838,-0.017514527,0.021638649,0.026201816,0.000567815,0.007235682,-0.044461064,0.03174931,0.011026074,0.0553452,0.0056747533,-0.026013296,-0.047119018,0.008029363,-0.032219317,0.038432498,-0.053685915,0.04589969,0.035226647,-0.034667328,-0.01473771,-0.01617618,0.048105184,-0.010842747,0.028114019,-0.046076413,0.03749116,0.033770587,0.024307216,-0.013200493,0.00766651,0.0039023466,-0.016486978,0.0102998065,-0.01682101,0.009024473,0.02328537,-0.02746456,0.09920655,-0.02680869,-0.03259113,-0.014203748,-0.021267122,0.022931242,-0.032150205,-0.0028029631,2
0.042229574,0.033432554,0.024912642,-0.008347824,0.028921006,0.027308209,-0.05593555,-0.01422655,0.0023657351,0.007958908,-0.024133943,0.039936077,-0.010436398,0.035090823,-0.019373303,-0.014204666,0.03224146,-0.02524095,0.010158067,-0.014515544,-0.01934977,0.005027394,0.01371519,-0.03970045,-0.008843954,0.0015229667,0.035245907,0.0041687954,-0.017947469,0.0008640118,-0.029109256,-0.0066079563,-0.013145508,-0.05593528,0.00796663,0.01699759,0.0073975516,0.01065683,-0.012644802,0.049913045,-0.012153091,0.041590028,0.030380309,0.03619186,-0.010496042,-0.03427443,0.013612749,-0.036081064,-0.02711052,-0.023337446,0.005337541,0.048921943,-0.046339147,-0.0010025619,-0.023923136,-0.013422868,0.032319263,0.015800472,-0.0074675,-0.005919752,-0.04115681,0.018479781,-0.008624196,0.035191648,0.011170169,-0.02403029,-0.034415156,0.0054281615,-0.025518779,0.036631994,-0.042372867,0.031299844,0.031009508,-0.02626917,-0.0055174893,-0.01346982,0.026075548,-0.023160785,0.011890269,-0.036676332,0.034235556,0.028181428,0.013567359,-0.0035968162,0.004369452,0.0044860304,-0.023453819,0.0031628865,-0.00042439828,0.01780512,0.011785317,-0.028411284,0.06464769,-0.012174569,-0.02685571,1.7203076e-05,-0.010545878,0.017348113,-0.026809955,0.008742888,0
